Genes (Node 1),1-hop directly regulating (degree centrality),1-hop directly regulating genes,2-hop directly regulating,2-hop directly regulating.1,Regulating Mutually Exclusively (ones array),ME,category,ME oncogene,ME TS,1-hop Causal,2-hop Causal,2-hop Cascade,Protein,Classification,Pathway Name,Function / Role,Function (discrete),Gene Expression (not used),Source (Ref),Gene Expression,TF (type) (TRRUST),Mutation Count (TCGA),Moderate mutations,Low Mutations,High Mutations,Modifier Mutations,Combination gene reguation (regulated by this # genes),degree,betweenness,eigenvector,closeness,pagerank,corenumber,clustering
SYN1,1,EGR1,66,66,106,0,,0,0,1,9,1,SYN1,,"Actin-binding,Alternative splicing,Cell junction,Complete proteome,Epilepsy,Glycoprotein,Golgi apparatus,Methylation,Phosphoprotein,Reference proteome,Repeat,Synapse,",,Proliferation of cells,,,5.450999565,,9,4,1,2,2,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
STMN1,1,EGR1,66,66,106,0,oncogene,0,0,1,9,1,STMN1,oncogene,"MAPK signaling pathway, MicroRNAs in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,2.476243733,,2,0,1,0,1,0,0.002317497103,0.002079097381,0.02931081831,0.2973811165,0.0009080762401,2,0.1037231673
STIM1,1,EGR1,66,66,106,0,,0,0,1,9,1,STIM1,,"Calcium signaling pathway, Platelet activation",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,4,2,1,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
SPRY1,1,EGR1,66,66,106,0,,0,0,1,9,1,SPRY1,,"Acetylation,Complete proteome,Cytoplasm,Developmental protein,Membrane,Proteomics identification,Reference proteome,",,Proliferation of cells,,,-2.790660858,,6,4,1,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
SOX18,1,EGR1,66,66,106,0,,0,0,1,9,1,SOX18,,"Activator,Complete proteome,Disease mutation,DNA-binding,Hypotrichosis,Nucleus,Phosphoprotein,Reference proteome,Transcription,Transcription regulation,",,"Transcription regulation, Proliferation of cells",,,,,,,,,,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
SOD1,1,EGR1,66,66,106,0,,0,0,1,9,1,SOD1,,"Peroxisome, Amyotrophic lateral sclerosis (ALS), Huntington's disease, Prion diseases",,"Apoptosis, Proliferation of cells",,,,,2,2,0,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
SLC9A3,1,EGR1,66,66,106,0,,0,0,1,9,1,SLC9A3,,"Proximal tubule bicarbonate reclamation, Protein digestion and absorption, Bile secretion, Mineral absorption",,,,,6.699056527,,5,3,1,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
SLC4A2,1,EGR1,66,66,106,0,,0,0,1,9,1,SLC4A2,,"Salivary secretion, Gastric acid secretion, Pancreatic secretion, Bile secretion",,Apoptosis,,,,,14,9,4,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
RBL2,1,EGR1,66,66,106,0,tumorsuppressor,0,0,1,9,1,RBL2,tumorsupressor,"PI3K-Akt signaling pathway, FoxO signaling pathway, Cell cycle, Cellular senescence, Human papillomavirus infection, Viral carcinogenesis",,Cell Signalling,The phosphatidylinositol 3' -kinase(PI3K)-Akt signaling pathway is activated by many types of cellul...,,,,2,1,1,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
RAG2,1,EGR1,66,66,106,0,,0,0,1,9,1,RAG2,,"FoxO signaling pathway, Primary immunodeficiency",,Signalling Pathway,,,,,5,4,0,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
PTP4A1,1,EGR1,66,66,106,0,oncogene,0,0,1,9,1,PTP4A1,oncogene,"3D-structure,Cell cycle,Cell membrane,Complete proteome,Cytoplasm,Cytoskeleton,Developmental protein,Disulfide bond,Endoplasmic reticulum,Endosome,Hydrolase,Lipoprotein,Membrane,Methylation,Prenylation,Protein phosphatase,Proteomics identification,Reference proteome,",,Proliferation of cells,,,,,2,0,0,0,2,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
PTGES,1,EGR1,66,66,106,0,,0,0,1,9,1,PTGES,,"Arachidonic acid metabolism, Metabolic pathways",,"Metabolism, Apoptosis, Proliferation of cells",,,,,,,,,,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
PSEN2,1,EGR1,66,66,106,0,,0,0,1,9,1,PSEN2,,"Notch signaling pathway, Neurotrophin signaling pathway, Alzheimer's disease",,Signalling Pathway,,,,,5,4,0,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
POR,1,EGR1,66,66,106,0,,0,0,1,9,1,POR,,"3D-structure,Acetylation,Complete proteome,Congenital adrenal hyperplasia,Craniosynostosis,Direct protein sequencing,Disease mutation,Endoplasmic reticulum,FAD,Flavoprotein,FMN,Membrane,NADP,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,",,"Apoptosis, Proliferation of cells",,,,,4,0,2,0,2,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
PDGFC,1,EGR1,66,66,106,0,,0,0,1,9,1,PDGFC,,"Ras signaling pathway, Rap1 signaling pathway, PI3K-Akt signaling pathway, Focal adhesion, Gap junction, Regulation of actin cytoskeleton, Prostate cancer, Melanoma, Choline metabolism in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,2,1,1,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
PCSK2,1,EGR1,66,66,106,0,,0,0,1,9,1,PCSK2,,"Alternative splicing,Cleavage on pair of basic residues,Complete proteome,Cytoplasmic vesicle,Disulfide bond,Glycoprotein,Hydrolase,Polymorphism,Protease,Reference proteome,Serine protease,Signal,Zymogen,",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,9,4,2,1,2,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
NAB2,1,EGR1,66,66,106,0,TF,0,0,1,9,1,NAB2,TF,,,Proliferation of cells,,,,Repression,7,2,2,0,3,1,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
MYB,2,"ERBB2,EGR1",145,"79,66","31,106",0,oncogene,0,0,1,11,1,MYB,oncogene,"PI3K-Akt signaling pathway, Circadian rhythm - plant, Cellular senescence, Plant-pathogen interaction, Hypertrophic cardiomyopathy, Dilated cardiomyopathy, Nonribosomal peptide structures",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,6,5,0,1,0,1,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
MMP14,1,EGR1,66,66,106,0,cigene,0,0,1,9,1,MMP14,cigene,"TNF signaling pathway, GnRH signaling pathway",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,4,3,1,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
LTB,1,EGR1,66,66,106,0,,0,0,1,9,1,LTB,,"Cytokine-cytokine receptor interaction, NF-kappa B signaling pathway, Rheumatoid arthritis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,,,,,,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
LMTK2,1,EGR1,66,66,106,0,,0,0,1,9,1,LMTK2,,"ATP-binding,Complete proteome,Kinase,Membrane,Nucleotide-binding,Phosphoprotein,Polymorphism,Reference proteome,Serine/threonine-protein kinase,Transferase,Transmembrane,Transmembrane helix,",,,,,,,15,9,5,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
LHB,1,EGR1,66,66,106,0,,0,0,1,9,1,LHB,,"Neuroactive ligand-receptor interaction, GnRH signaling pathway, Ovarian steroidogenesis, Prolactin signaling pathway",,Signalling Pathway,,,,,,,,,,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
LDLR,1,EGR1,66,66,106,0,,0,0,1,9,1,LDLR,,"Endocytosis, Ovarian steroidogenesis, Aldosterone synthesis and secretion, Bile secretion, Toxoplasmosis, Hepatitis C",,Apoptosis,,,,,3,2,1,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
LAT,1,EGR1,66,66,106,0,,0,0,1,9,1,LAT,,"Ras signaling pathway, Rap1 signaling pathway, NF-kappa B signaling pathway, Natural killer cell mediated cytotoxicity, T cell receptor signaling pathway, Fc epsilon RI signaling pathway, Fc gamma R-mediated phagocytosis",,"Signalling Pathway, Proliferation of cells",,,,,1,1,0,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
KLK3,1,EGR1,66,66,106,0,,0,0,1,9,1,KLK3,,"Pathways in cancer, Prostate cancer",,"Apoptosis, Proliferation of cells",,,-6.768591929,,5,2,1,0,2,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
IMPDH2,1,EGR1,66,66,106,0,,0,0,1,9,1,IMPDH2,,"Purine metabolism, Drug metabolism - other enzymes, Metabolic pathways",,"Metabolism, Proliferation of cells",,,,,3,1,2,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
IL3,1,EGR1,66,66,106,0,,0,0,1,9,1,IL3,,"Cytokine-cytokine receptor interaction, PI3K-Akt signaling pathway, Apoptosis, Jak-STAT signaling pathway, Hematopoietic cell lineage, Fc epsilon RI signaling pathway, Transcriptional misregulation in cancer, Asthma",,"Apoptosis, Cell Signalling",,,,,1,1,0,0,0,0,0.002317497103,0.002254430783,0.03158206434,0.3045165843,0.0008910109547,2,0.1037231673
IL2RB,1,EGR1,66,66,106,0,,0,0,1,9,1,IL2RB,,"Cytokine-cytokine receptor interaction, Endocytosis, PI3K-Akt signaling pathway, Jak-STAT signaling pathway, Measles, HTLV-I infection, Transcriptional misregulation in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,4,2,0,2,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
IL2,1,EGR1,66,66,106,0,proto-oncogene,0,0,1,9,1,IL2,proto-oncogene,"Cytokine-cytokine receptor interaction, PI3K-Akt signaling pathway, Jak-STAT signaling pathway, T cell receptor signaling pathway, Intestinal immune network for IgA production, Type I diabetes mellitus, Chagas disease (American trypanosomiasis), Measles, HTLV-I infection, Autoimmune thyroid disease, Inflammatory bowel disease (IBD), Allograft rejection, Graft-versus-host disease",,Signalling Pathway,,,,,2,1,0,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
IFNG,1,EGR1,66,66,106,0,oncogene,0,0,1,9,1,IFNG,oncogene,"Proteasome, Cytokine-cytokine receptor interaction, HIF-1 signaling pathway, TGF-beta signaling pathway, Osteoclast differentiation, Antigen processing and presentation, Jak-STAT signaling pathway, Natural killer cell mediated cytotoxicity, T cell receptor signaling pathway, Type I diabetes mellitus, Salmonella infection, Leishmaniasis, Chagas disease (American trypanosomiasis), African trypanosomiasis, Malaria, Toxoplasmosis, Amoebiasis, Tuberculosis, Measles, Influenza A, Herpes simplex infection, Inflammatory bowel disease (IBD), Systemic lupus erythematosus, Rheumatoid arthritis, Allograft rejection, Graft-versus-host disease",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,3,2,1,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
HYAL1,1,EGR1,66,66,106,0,,0,0,1,9,1,HYAL1,,"Glycosaminoglycan degradation, Metabolic pathways",,"Metabolism, Apoptosis, Proliferation of cells",,,,,,,,,,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
HSD11B2,1,EGR1,66,66,106,0,,0,0,1,9,1,HSD11B2,,"Steroid hormone biosynthesis, Aldosterone-regulated sodium reabsorption",,"Apoptosis, Proliferation of cells",,,,,,,,,,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
HPSE,1,EGR1,66,66,106,0,,0,0,1,9,1,HPSE,,"Glycosaminoglycan degradation, Metabolic pathways, Proteoglycans in cancer",,"Metabolism, Apoptosis, Proliferation of cells",,,3.167506204,,4,3,0,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
HIF1A,3,"MUC1,SERPINE1,EGR1",196,"59,71,66","10,24,106",0,"oncogene, tumorsuppressor, cigene",0,0,1,19,1,HIF1A,"oncogene, tumorsupressor, cigene","HIF-1 signaling pathway, Thyroid hormone signaling pathway, Pathways in cancer, Proteoglycans in cancer, Renal cell carcinoma, Central carbon metabolism in cancer, Choline metabolism in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,8,4,2,1,1,2,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
GGPS1,1,EGR1,66,66,106,0,,0,0,1,9,1,GGPS1,,"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of antibiotics",,Metabolism,,,,,5,2,1,0,2,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
GDF15,1,EGR1,66,66,106,0,cigene,0,0,1,9,1,GDF15,cigene,"Cleavage on pair of basic residues,Complete proteome,Cytokine,Disulfide bond,Glycoprotein,Growth factor,Polymorphism,Proteomics identification,Reference proteome,Secreted,Signal,",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,1,0,0,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
FLT1,2,"ESR1,EGR1",138,"72,66","89,106",0,,0,0,1,11,1,FLT1,,"Ras signaling pathway, Rap1 signaling pathway, HIF-1 signaling pathway, PI3K-Akt signaling pathway, Focal adhesion, Transcriptional misregulation in cancer, Rheumatoid arthritis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,6,5,1,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
FGF2,1,EGR1,66,66,106,0,,0,0,1,9,1,FGF2,,"MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway, PI3K-Akt signaling pathway, Signaling pathways regulating pluripotency of stem cells, Regulation of actin cytoskeleton, Pathways in cancer, Proteoglycans in cancer, Melanoma",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,0.1446659799,,3,1,0,1,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
FCER2,1,EGR1,66,66,106,0,,0,0,1,9,1,FCER2,,"Epstein-Barr virus infection, Hematopoietic cell lineage",,"Apoptosis, Proliferation of cells",,,,,4,1,1,0,2,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
FASLG,1,EGR1,66,66,106,0,,0,0,1,9,1,FASLG,,Cytokine-cytokine receptor interaction,,"Apoptosis, Proliferation of cells",,,,,3,2,0,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
FAP,1,EGR1,66,66,106,0,,0,0,1,9,1,FAP,,"3D-structure,Alternative splicing,Angiogenesis,Apoptosis,Cell adhesion,Cell junction,Cell membrane,Cell projection,Cleavage on pair of basic residues,Complete proteome,Cytoplasm,Direct protein sequencing,Disulfide bond,Glycoprotein,Hydrolase,Membrane,Polymorphism,Protease,Proteomics identification,Reference proteome,Secreted,Serine protease,Signal-anchor,Transmembrane,Transmembrane helix,",,"Cell Signalling, Apoptosis, Proliferation of cells",,,3.369356365,,9,6,0,1,2,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
F3,1,EGR1,66,66,106,0,,0,0,1,9,1,F3,,Complement and coagulation cascades,,"Apoptosis, Proliferation of cells",,,-2.533068788,,2,0,1,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
EAPP,1,EGR1,66,66,106,0,TF,0,0,1,9,1,EAPP,TF,DNA Damage,,,,,,,4,2,1,1,0,0,0.003476245655,0.01365830206,0.03441952636,0.3161172161,0.001017677885,3,0.1037231673
DMRT1,1,EGR1,66,66,106,0,,0,0,1,9,1,DMRT1,,"3D-structure,Alternative splicing,Complete proteome,Developmental protein,Differentiation,DNA-binding,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Sexual differentiation,Transcription,Transcription regulation,Zinc,",,"Transcription regulation, Apoptosis",,,,,1,0,0,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
CYP2B6,1,EGR1,66,66,106,0,,0,0,1,9,1,CYP2B6,,"Arachidonic acid metabolism, Retinol metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Metabolic pathways",,"Metabolism, Proliferation of cells",,,,,4,3,0,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
CHGA,1,EGR1,66,66,106,0,,0,0,1,9,1,CHGA,,"3D-structure,Amidation,Antibiotic,Antimicrobial,Calcium,Cleavage on pair of basic residues,Complete proteome,Cytoplasmic vesicle,Direct protein sequencing,Disulfide bond,Fungicide,Glycoprotein,Membrane,Oxidation,Phosphoprotein,Polymorphism,Proteomics identification,Pyrrolidone carboxylic acid,Reference proteome,Secreted,Signal,Sulfation,",,"Signalling Pathway, Proliferation of cells",,,8.658506625,,3,0,3,0,0,0,0.002317497103,0.0009721094558,0.04561832196,0.3240705971,0.0008872796089,2,0.1037231673
CDKN1A,2,"ESR1,EGR1",138,"72,66","89,106",0,"oncogene, tumorsuppressor",0,0,1,11,1,CDKN1A,"oncogene, tumorsupressor","ErbB signaling pathway, HIF-1 signaling pathway, FoxO signaling pathway, Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, Oxytocin signaling pathway, Hepatitis C, Hepatitis B, HTLV-I infection, Epstein-Barr virus infection, Pathways in cancer, Transcriptional misregulation in cancer, Viral carcinogenesis, Proteoglycans in cancer, MicroRNAs in cancer, Glioma, Prostate cancer, Melanoma, Bladder cancer, Chronic myeloid leukemia",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,1,0,0,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
CD28,1,EGR1,66,66,106,0,,0,0,1,9,1,CD28,,"T cell receptor signaling pathway, Cell adhesion molecules, Allograft rejection, Autoimmune thyroid disease, Intestinal immune network for IgA production, Type I diabetes mellitus, Measles, PD-L1 expression and PD-1 checkpoint pathway in cancer, Systemic lupus erythematosus, Rheumatoid arthritis, Graft-versus-host disease, Viral myocarditis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,2,2,0,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
CCND2,1,EGR1,66,66,106,0,,0,0,1,9,1,CCND2,,"FoxO signaling pathway, Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, Wnt signaling pathway, Hippo signaling pathway, Focal adhesion, Jak-STAT signaling pathway, Prolactin signaling pathway, Measles, HTLV-I infection, Transcriptional misregulation in cancer, Viral carcinogenesis, MicroRNAs in cancer",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,6,1,1,0,4,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
CACNA1H,1,EGR1,66,66,106,0,,0,0,1,9,1,CACNA1H,,"GnRH secretion, MAPK signaling pathway, Calcium signaling pathway, Circadian entrainment, Aldosterone synthesis and secretion, Cortisol synthesis and secretion, Cushing syndrome",,Signalling Pathway,,,,,10,4,4,2,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
ATF3,1,EGR1,66,66,106,0,"oncogene, cigene",0,0,1,9,1,ATF3,"oncogene, cigene","TNFR1 Pathway, ERK Signaling, PERK regulates gene expression, Glucose / Energy Metabolism, Tacrolimus/Cyclosporine Pathway, Pharmacodynamics",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,4,3,1,0,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
ALOX5,1,EGR1,66,66,106,0,,0,0,1,9,1,ALOX5,,"Arachidonic acid metabolism, Metabolic pathways, Fc epsilon RI signaling pathway, Serotonergic synapse, Ovarian steroidogenesis, Toxoplasmosis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,1,0,0,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
AKR1B1,1,EGR1,66,66,106,0,tumorsuppressor,0,0,1,9,1,AKR1B1,tumorsupressor,"Metabolism, Fructose metabolism, Cyclophosphamide Pathway, Pharmacodynamics, Metabolism of steroid hormones, acetone degradation I (to methylglyoxal)",,"Metabolism, Apoptosis, Proliferation of cells",,,,,1,0,0,1,0,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
ACHE,1,EGR1,66,66,106,0,,0,0,1,9,1,ACHE,,"Glycerophospholipid metabolism, Cholinergic synapse",,"Metabolism, Apoptosis, Proliferation of cells",,,-2.947842682,,3,2,0,0,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
ACE,1,EGR1,66,66,106,0,,0,0,1,9,1,ACE,,"Renin-angiotensin system, Renin secretion, Chagas disease (American trypanosomiasis), Hypertrophic cardiomyopathy (HCM)",,"Apoptosis, Proliferation of cells",,,,,10,7,1,1,1,0,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
ABCB1,1,EGR1,66,66,106,0,cigene,0,0,1,9,1,ABCB1,cigene,"ABC transporters, Bile secretion, MicroRNAs in cancer",,"Apoptosis, Proliferation of cells",,,-3.564622798,,15,7,8,0,0,0,0.002317497103,0.0009721094558,0.04561832196,0.3240705971,0.0008872796089,2,0.1037231673
ZBTB7A,1,FOS,74,74,86,0,oncogene,0,0,1,7,1,ZBTB7A,oncogene,"3D-structure,Complete proteome,Developmental protein,Differentiation,DNA-binding,Isopeptide bond,Metal-binding,Nucleus,Phosphoprotein,Reference proteome,Repeat,Repressor,Transcription,Transcription regulation,Ubl conjugation,Zinc,Zinc-finger,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Repression,3,0,3,0,0,1,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
TWIST2,1,FOS,74,74,86,0,tumorsuppressor,0,0,1,7,1,TWIST2,tumorsupressor,Proteoglycans in cancer,,"Apoptosis, Proliferation of cells",,,,Activation,1,0,1,0,0,1,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
TWIST1,2,"ESR1,FOS",146,"72,74","89,86",0,"oncogene, cigene",0,0,1,9,1,TWIST1,"oncogene, cigene",Proteoglycans in cancer,,"Apoptosis, Proliferation of cells",,,,Activation,2,1,0,1,0,2,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
TBP,1,FOS,74,74,86,0,TF,0,0,1,7,1,TBP,TF,"Basal transcription factors, Huntington's disease, HTLV-I infection, Herpes simplex infection, Viral carcinogenesis",,,,,,Activation,3,3,0,0,0,1,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
SRF,2,"SERPINE1,FOS",145,"71,74","24,86",0,TF,0,0,1,15,1,SRF,TF,"MAPK signaling pathway, cGMP-PKG signaling pathway, HTLV-I infection, Viral carcinogenesis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Activation,5,1,1,0,3,2,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
SMARCA4,1,FOS,74,74,86,0,tumorsuppressor,0,0,1,7,1,SMARCA4,tumorsupressor,"3D-structure,Acetylation,Activator,Alternative splicing,ATP-binding,Bromodomain,Chromatin regulator,Coiled coil,Complete proteome,Disease mutation,Helicase,Hydrolase,Mental retardation,Neurogenesis,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Repression,15,8,3,2,2,1,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
RBMX,4,"EGR1,FOS,JUNB,JUND",143,"66,74,1,2","106,86,9,5",0,tumorsuppressor,0,0,2,16,1,RBMX,tumorsupressor,Spliceosome,,,,,,Repression,8,3,2,0,3,2,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
RB1,2,"BIRC5,FOS",148,"74,74","26,86",0,tumorsuppressor,0,0,2,53,1,RB1,tumorsupressor,"Cell cycle, Hepatitis B, HTLV-I infection, Epstein-Barr virus infection, Pathways in cancer, Viral carcinogenesis, Pancreatic cancer, Glioma, Prostate cancer, Melanoma, Bladder cancer, Chronic myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer",,"Apoptosis, Proliferation of cells",,,,Repression,20,5,3,12,0,2,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
NF1,2,"FOS,PLAT",74,74,"86,9",0,tumorsuppressor,0,0,1,7,1,NF1,tumorsupressor,"MAPK signaling pathway, Ras signaling pathway",,Signalling Pathway,,,,Activation,36,13,7,13,3,1,0.001158748552,0,0.02412570081,0.2849125124,0.0007959232079,1,0.1037231673
NCOA6,1,FOS,74,74,86,0,TF,0,0,1,7,1,NCOA6,TF,"Acetylation,Activator,Coiled coil,Complete proteome,Methylation,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Receptor,Reference proteome,Repeat,Transcription,Transcription regulation,",,"Transcription regulation, Apoptosis",,,,Activation,20,15,1,4,0,1,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
MITF,1,FOS,74,74,86,0,oncogene,0,0,1,7,1,MITF,oncogene,"Osteoclast differentiation, Melanogenesis, Pathways in cancer, Melanoma",,"Apoptosis, Proliferation of cells",,,,Activation,7,2,0,0,5,1,0.1413673233,0.1926965513,0.3822583664,0.4297808765,0.02702793565,5,0.1037231673
HSF2,1,FOS,74,74,86,0,TF,0,0,1,7,1,HSF2,TF,"3D-structure,Activator,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Isopeptide bond,Nucleus,Proteomics identification,Reference proteome,Stress response,Transcription,Transcription regulation,Ubl conjugation,",,Transcription regulation,,,,Unknown,2,0,0,1,1,1,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
HOPX,1,FOS,74,74,86,0,tumorsuppressor,0,0,1,7,1,HOPX,tumorsupressor,"Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Homeobox,Nucleus,Proto-oncogene,Reference proteome,Repressor,Transcription,Transcription regulation,",,"Transcription regulation, Proliferation of cells",,,,Repression,,,,,,1,0.002317497103,0,0.04600137597,0.3263993949,0.0008743618795,2,0.1037231673
HMGN1,1,FOS,74,74,86,0,TF,0,0,1,7,1,HMGN1,TF,Herpes simplex infection,,Proliferation of cells,,,,Unknown,1,1,0,0,0,1,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
GTF2I,1,FOS,74,74,86,0,TF,0,0,1,7,1,GTF2I,TF,"Basal transcription factors, cGMP-PKG signaling pathway, Herpes simplex infection",,"Signalling Pathway, Proliferation of cells",,,,Activation,5,4,0,0,1,1,0.002317497103,0.0005345245494,0.03295054203,0.3112152903,0.000878990494,2,0.1037231673
